Elapsed Time,Total execs,Unique samples,Crashes,Hangs,Offsets,Execs/s,Fuzzing sample,Instr CoreSVG,Instr ImageIO,Instr XCTTargetBootstrap
00h 05m 38s,17897,1320,0,271,36711,54,,245760,3678208,24576
00h 05m 41s,17948,1321,0,272,36712,51,,245760,3678208,24576
00h 05m 41s,18008,1323,0,272,36717,60,,245760,3678208,24576
00h 05m 41s,18035,1324,0,273,36718,27,,245760,3678208,24576
00h 05m 45s,18067,1325,0,275,36719,32,,245760,3678208,24576
00h 05m 45s,18111,1325,0,276,36719,44,,245760,3678208,24576
00h 05m 45s,18149,1325,0,278,36719,38,,245760,3678208,24576
00h 05m 45s,18192,1326,0,279,36720,43,,245760,3678208,24576
00h 05m 49s,18221,1326,0,280,36720,29,,245760,3678208,24576
00h 05m 49s,18251,1326,0,281,36720,30,,245760,3678208,24576
00h 05m 49s,18303,1329,0,282,36725,52,,245760,3678208,24576
00h 05m 49s,18309,1329,0,283,36725,6,,245760,3678208,24576
00h 05m 51s,18352,1330,0,286,36727,43,,245760,3678208,24576
00h 05m 51s,18419,1331,0,286,36729,67,,245760,3678208,24576
00h 05m 54s,18479,1332,0,288,36730,60,,245760,3678208,24576
00h 05m 54s,18535,1334,0,289,36736,56,,245760,3678208,24576
00h 05m 54s,18570,1335,0,290,36741,35,,245760,3678208,24576
00h 05m 56s,18615,1335,0,291,36741,45,,245760,3678208,24576
00h 05m 56s,18667,1335,0,291,36741,52,,245760,3678208,24576
00h 05m 59s,18743,1337,0,294,36756,76,,245760,3678208,24576
00h 05m 59s,18842,1339,0,295,36759,99,,245760,3678208,24576
00h 06m 02s,18914,1342,0,296,36763,72,,245760,3678208,24576
00h 06m 02s,18966,1343,0,296,36765,52,,245760,3678208,24576
00h 06m 02s,18979,1343,0,296,36765,13,,245760,3678208,24576
00h 06m 02s,19019,1343,0,298,36765,40,,245760,3678208,24576
00h 06m 07s,19092,1344,0,300,36766,73,,245760,3678208,24576
00h 06m 07s,19177,1348,0,301,36795,85,,245760,3678208,24576
00h 06m 07s,19216,1349,0,303,36796,39,,245760,3678208,24576
00h 06m 07s,19239,1350,0,303,36797,23,,245760,3678208,24576
00h 06m 10s,19245,1350,0,303,36797,6,,245760,3678208,24576
00h 06m 10s,19251,1350,0,305,36797,6,,245760,3678208,24576
00h 06m 10s,19306,1352,0,309,36805,55,,245760,3678208,24576
00h 06m 13s,19345,1354,0,309,36808,39,,245760,3678208,24576
00h 06m 13s,19409,1355,0,310,36809,64,,245760,3678208,24576
00h 06m 13s,19434,1355,0,310,36809,25,,245760,3678208,24576
00h 06m 15s,19499,1356,0,312,36813,65,,245760,3678208,24576
00h 06m 15s,19536,1358,0,313,36815,37,,245760,3678208,24576
00h 06m 15s,19575,1358,0,314,36815,39,,245760,3678208,24576
00h 06m 19s,19655,1360,0,314,36832,80,,245760,3678208,24576
00h 06m 19s,19705,1360,0,317,36832,50,,245760,3678208,24576
00h 06m 19s,19748,1360,0,318,36832,43,,245760,3678208,24576
00h 06m 19s,19781,1361,0,318,36834,33,,245760,3678208,24576
00h 06m 22s,19794,1361,0,319,36834,13,,245760,3678208,24576
00h 06m 22s,19819,1361,0,320,36834,25,,245760,3678208,24576
00h 06m 22s,19882,1363,0,324,36837,63,,245760,3678208,24576
00h 06m 27s,19944,1365,0,324,36856,62,,245760,3678208,24576
00h 06m 27s,19984,1366,0,325,36857,40,,245760,3678208,24576
00h 06m 27s,19997,1366,0,325,36857,13,,245760,3678208,24576
00h 06m 27s,20012,1366,0,327,36857,15,,245760,3678208,24576
00h 06m 30s,20030,1366,0,329,36857,18,,245760,3678208,24576
00h 06m 30s,20085,1366,0,331,36857,55,,245760,3678208,24576
00h 06m 30s,20133,1366,0,332,36857,48,,245760,3678208,24576
00h 06m 33s,20178,1367,0,334,36858,45,,245760,3678208,24576
00h 06m 33s,20224,1367,0,334,36858,46,,245760,3678208,24576
00h 06m 33s,20248,1368,0,335,36859,24,,245760,3678208,24576
00h 06m 33s,20271,1368,0,337,36859,23,,245760,3678208,24576
00h 06m 37s,20337,1369,0,338,36863,66,,245760,3678208,24576
00h 06m 37s,20383,1371,0,340,36869,46,,245760,3678208,24576
00h 06m 37s,20419,1373,0,340,36871,36,,245760,3678208,24576
00h 06m 39s,20468,1374,0,342,36873,49,,245760,3678208,24576
