Elapsed Time,Total execs,Unique samples,Crashes,Hangs,Offsets,Execs/s,Fuzzing sample,Instr CoreSVG,Instr ImageIO,Instr XCTTargetBootstrap
00h 05m 37s,149738,92,0,0,11501,139,,,,
00h 05m 37s,149880,92,0,0,11501,142,,,,
00h 05m 37s,150029,92,0,0,11501,149,,,,
00h 05m 37s,150175,92,0,0,11501,146,,,,
00h 05m 37s,150321,92,0,0,11501,146,,,,
00h 05m 37s,150471,92,0,0,11501,150,,,,
00h 05m 37s,150632,92,0,0,11501,161,,245760,3678208,24576
00h 05m 37s,150786,92,0,0,11501,154,,,,
00h 05m 37s,150936,92,0,0,11501,150,,,,
00h 05m 37s,151084,92,0,0,11501,148,,,,
00h 05m 37s,151236,92,0,0,11501,152,,,,
00h 05m 37s,151384,92,0,0,11501,148,,,,
00h 05m 37s,151532,92,0,0,11501,148,,,,
00h 05m 37s,151681,92,0,0,11501,149,,,,
00h 05m 37s,151850,92,0,0,11501,169,,,,
00h 05m 37s,152007,92,0,0,11501,157,,,,
00h 05m 37s,152168,92,0,0,11501,161,,,,
00h 05m 37s,152336,92,0,0,11501,168,,,,
00h 05m 37s,152502,92,0,0,11501,166,,,,
00h 05m 37s,152654,92,0,0,11501,152,,,,
00h 05m 37s,152807,92,0,0,11501,153,,245760,3678208,24576
00h 05m 37s,152974,92,0,0,11501,167,,,,
00h 05m 37s,153126,92,0,0,11501,152,,,,
00h 05m 37s,153288,92,0,0,11501,162,,245760,3678208,24576
00h 05m 37s,153439,92,0,0,11501,151,,245760,3678208,24576
00h 05m 37s,153594,93,0,0,11505,155,00092,,,
00h 05m 37s,153741,93,0,0,11505,147,,,,
00h 05m 37s,153890,93,0,0,11505,149,,,,
00h 05m 37s,154032,93,0,0,11505,142,,,,
00h 05m 37s,154169,93,0,0,11505,137,,,,
00h 05m 37s,154317,93,0,0,11505,148,,245760,3678208,24576
00h 05m 37s,154477,93,0,0,11505,160,00088,,,
00h 05m 37s,154638,93,0,0,11505,161,,,,
00h 05m 37s,154783,93,0,0,11505,145,,,,
00h 05m 37s,154943,93,0,0,11505,160,,,,
00h 05m 37s,155097,93,0,0,11505,154,,245760,3678208,24576
